dealer_id,dealer_aadhar,farmer_id,relationship_date,claimed_fertiliser_qty_kg,relationship_status,max_allowed_txns_per_year
DEA0270,2532826114607,FAR000975,2025-04-30,6286,Active,36
DEA0380,2647156822030,FAR002291,2025-04-30,57486,Active,24
DEA0498,2072589133415,FAR002964,2025-04-30,20923,Active,24
DEA0229,2627920496268,FAR005435,2025-04-30,25662,Active,24
DEA0499,2419127416672,FAR003106,2025-05-01,3200,Active,24
DEA0053,2635309954724,FAR002873,2025-05-01,1338,Active,12
DEA0462,2211813144038,FAR001065,2025-05-01,1132,Active,12
DEA0400,2004555014869,FAR003453,2025-05-01,29271,Active,36
DEA0134,2399136675251,FAR006907,2025-05-01,20066,Active,48
DEA0437,2651419840604,FAR007643,2025-05-01,3896,Inactive,36
DEA0223,2326492882407,FAR000234,2025-05-01,486,Active,24
DEA0443,2889840039524,FAR009463,2025-05-01,2320,Active,24
DEA0086,2103431304754,FAR003579,2025-05-01,772,Active,24
DEA0375,2259193470985,FAR000575,2025-05-01,1139,Active,24
DEA0095,2378630762938,FAR007994,2025-05-01,370,Inactive,48
DEA0139,2387527051278,FAR004824,2025-05-01,15039,Active,12
DEA0128,2670316220510,FAR005043,2025-05-01,4154,Active,12
DEA0047,2207189700074,FAR006194,2025-05-01,2242,Active,12
DEA0144,2875357969453,FAR007933,2025-05-01,1821,Active,24
DEA0320,2619959144624,FAR000164,2025-05-01,881,Active,36
DEA0225,2654814604031,FAR009352,2025-05-01,517,Active,12
DEA0237,2089142827036,FAR007149,2025-05-01,1095,Active,12
DEA0334,2784442544770,FAR006780,2025-05-01,25313,Active,24
DEA0364,2136175081250,FAR009179,2025-05-01,18748,Active,12
DEA0081,2154910538798,FAR009786,2025-05-01,11120,Active,36
DEA0473,2636431178578,FAR003742,2025-05-02,1758,Active,36
DEA0073,2405908539066,FAR000499,2025-05-02,1112,Active,12
DEA0231,2340935384145,FAR003659,2025-05-02,52028,Active,24
DEA0252,2413842326796,FAR009909,2025-05-02,1475,Active,36
DEA0315,2397283371619,FAR005498,2025-05-02,40624,Active,24
DEA0202,2734932569596,FAR005197,2025-05-02,45576,Active,24
DEA0394,2901486997207,FAR003831,2025-05-02,3896,Active,24
DEA0445,2856628485568,FAR003192,2025-05-02,45934,Active,24
DEA0007,2900425773895,FAR005902,2025-05-02,3050,Active,24
DEA0073,2405908539066,FAR004315,2025-05-02,1925,Active,12
DEA0385,2566300176134,FAR005271,2025-05-02,858,Inactive,48
DEA0362,2982743443856,FAR008627,2025-05-02,4638,Inactive,24
DEA0340,2417948937406,FAR004226,2025-05-02,4456,Active,48
DEA0490,2306674971273,FAR009831,2025-05-02,13337,Inactive,36
DEA0433,2945740755340,FAR007440,2025-05-02,30452,Active,36
DEA0432,2913866526306,FAR009751,2025-05-02,21235,Active,48
DEA0100,2871314968955,FAR009371,2025-05-02,603,Active,12
DEA0165,2454389296302,FAR008775,2025-05-02,3655,Active,24
DEA0406,2875427703685,FAR006608,2025-05-02,1571,Active,24
DEA0154,2601506420683,FAR000139,2025-05-02,944,Active,12
DEA0254,2151185424453,FAR006343,2025-05-02,2050,Active,48
DEA0233,2742872134878,FAR007769,2025-05-03,1717,Active,48
DEA0236,2597823270542,FAR003211,2025-05-03,3820,Active,48
DEA0464,2299704789818,FAR004641,2025-05-03,4155,Active,36
DEA0228,2653799802734,FAR009440,2025-05-03,135328,Active,12
DEA0297,2930199590075,FAR000361,2025-05-03,2167,Active,24
DEA0281,2894656933230,FAR009253,2025-05-03,15572,Active,24
DEA0191,2727333149246,FAR003452,2025-05-03,1121,Active,12
DEA0311,2073121270010,FAR004513,2025-05-03,1437,Active,24
DEA0063,2155900124527,FAR001450,2025-05-03,1674,Inactive,36
DEA0186,2845209106236,FAR003769,2025-05-03,694,Active,12
DEA0054,2757614965859,FAR009607,2025-05-03,940,Active,24
DEA0490,2306674971273,FAR008264,2025-05-03,1408,Inactive,24
DEA0082,2463938989635,FAR006344,2025-05-03,2389,Active,24
DEA0059,2209820451367,FAR004186,2025-05-03,53314,Active,48
DEA0490,2306674971273,FAR009115,2025-05-03,29089,Active,36
DEA0445,2856628485568,FAR008148,2025-05-03,9596,Active,24
DEA0349,2479342046563,FAR001768,2025-05-03,17681,Active,36
DEA0027,2666971464000,FAR005955,2025-05-03,679,Active,12
DEA0177,2890267252305,FAR004284,2025-05-03,1644,Active,48
DEA0288,2020620051073,FAR007115,2025-05-03,2712,Active,36
DEA0264,2942246449013,FAR004191,2025-05-03,42612,Active,24
DEA0370,2157262164254,FAR000871,2025-05-04,46892,Active,12
DEA0412,2888896479183,FAR000934,2025-05-04,7208,Active,12
DEA0278,2039763768775,FAR002066,2025-05-04,22228,Active,12
DEA0468,2171211171215,FAR006803,2025-05-04,29886,Active,24
DEA0281,2894656933230,FAR000535,2025-05-04,2510,Inactive,36
DEA0052,2855587333466,FAR005338,2025-05-04,1017,Active,24
DEA0293,2218879063047,FAR000520,2025-05-04,1051,Active,48
DEA0073,2405908539066,FAR005071,2025-05-04,18327,Active,12
DEA0101,2175811950409,FAR005788,2025-05-04,185958,Active,36
DEA0414,2378622553351,FAR003502,2025-05-04,22725,Active,24
DEA0265,2422689586808,FAR005627,2025-05-04,385,Active,48
DEA0291,2404486856337,FAR006056,2025-05-04,16513,Active,48
DEA0221,2138102248752,FAR001356,2025-05-04,320,Active,12
DEA0412,2888896479183,FAR009859,2025-05-04,153,Active,12
DEA0382,2380186995693,FAR003115,2025-05-04,16734,Active,36
DEA0423,2632769783577,FAR002074,2025-05-04,1568,Active,36
DEA0147,2188353498570,FAR005956,2025-05-04,2238,Active,12
DEA0224,2667927527101,FAR006090,2025-05-04,1914,Active,36
DEA0438,2751413615495,FAR008122,2025-05-04,16874,Active,24
DEA0138,2941712159224,FAR001772,2025-05-04,872,Inactive,12
DEA0152,2431175503722,FAR000946,2025-05-04,1008,Active,48
DEA0179,2766298629529,FAR006777,2025-05-05,34777,Inactive,48
DEA0096,2302869094337,FAR002421,2025-05-05,2936,Active,24
DEA0416,2997892474396,FAR000811,2025-05-05,681,Active,12
DEA0308,2513887512281,FAR009076,2025-05-05,1607,Active,12
DEA0199,2131875387351,FAR001308,2025-05-05,25150,Active,36
DEA0232,2872446132680,FAR009039,2025-05-05,53140,Active,36
DEA0151,2582602343455,FAR006035,2025-05-05,2231,Active,24
DEA0281,2894656933230,FAR008772,2025-05-05,781,Active,24
DEA0246,2730707661556,FAR000768,2025-05-05,712,Active,12
DEA0282,2116532459741,FAR002165,2025-05-05,388,Active,12
DEA0252,2413842326796,FAR007745,2025-05-05,4888,Active,12
DEA0346,2898485784706,FAR008996,2025-05-05,9722,Active,24
DEA0381,2060817395078,FAR000683,2025-05-05,44656,Active,36
DEA0477,2388271737076,FAR007659,2025-05-05,2433,Active,12
DEA0100,2871314968955,FAR006663,2025-05-05,1286,Active,48
DEA0173,2075486031862,FAR006618,2025-05-05,33565,Active,48
DEA0365,2776167166731,FAR000857,2025-05-05,281,Active,24
DEA0045,2029220943701,FAR004846,2025-05-05,149,Active,12
DEA0287,2222669094671,FAR008222,2025-05-05,58168,Active,36
DEA0419,2951365321914,FAR001957,2025-05-05,1346,Active,48
DEA0332,2247200367115,FAR000668,2025-05-06,31307,Active,36
DEA0426,2238592611303,FAR009566,2025-05-06,23967,Active,12
DEA0464,2299704789818,FAR004735,2025-05-06,1000,Active,36
DEA0239,2474905716692,FAR006637,2025-05-06,2057,Active,24
DEA0024,2240612739766,FAR005962,2025-05-06,725,Active,24
DEA0003,2311921777293,FAR003663,2025-05-06,1081,Active,24
DEA0271,2433510008368,FAR008915,2025-05-06,3566,Active,36
DEA0202,2734932569596,FAR003299,2025-05-06,512,Active,12
DEA0434,2833992647331,FAR005727,2025-05-06,807,Active,24
DEA0270,2532826114607,FAR001548,2025-05-06,12962,Active,12
DEA0199,2131875387351,FAR006714,2025-05-06,2216,Active,24
DEA0152,2431175503722,FAR005736,2025-05-06,14682,Inactive,48
DEA0448,2722698128819,FAR001548,2025-05-06,12375,Active,24
DEA0233,2742872134878,FAR001878,2025-05-06,2399,Active,12
DEA0212,2754893120157,FAR001518,2025-05-06,8254,Active,12
DEA0331,2550394212105,FAR007083,2025-05-06,630,Active,36
DEA0216,2828733673817,FAR005187,2025-05-06,2427,Active,12
DEA0081,2154910538798,FAR008435,2025-05-06,437,Active,48
DEA0259,2297811238355,FAR007076,2025-05-06,517,Inactive,24
DEA0068,2789232649591,FAR004713,2025-05-06,12710,Active,12
DEA0008,2689548922822,FAR002796,2025-05-06,551,Active,24
DEA0380,2647156822030,FAR004384,2025-05-07,4522,Active,24
DEA0450,2988673332779,FAR001671,2025-05-07,1869,Active,24
DEA0222,2423678849714,FAR004176,2025-05-07,10786,Active,12
DEA0390,2636785722164,FAR002995,2025-05-07,18675,Active,24
DEA0439,2406721919859,FAR002488,2025-05-07,29950,Active,24
DEA0424,2139429413311,FAR001451,2025-05-07,4762,Inactive,48
DEA0332,2247200367115,FAR007539,2025-05-07,772,Active,36
DEA0258,2027799668100,FAR002189,2025-05-07,621,Active,12
DEA0497,2127571991087,FAR004141,2025-05-07,484,Active,24
DEA0488,2202465172435,FAR009928,2025-05-07,2376,Active,48
DEA0424,2139429413311,FAR009650,2025-05-07,42366,Active,36
DEA0072,2509685471213,FAR005732,2025-05-07,28279,Active,12
DEA0495,2402164482439,FAR003286,2025-05-07,1928,Active,12
DEA0395,2988432219161,FAR007583,2025-05-07,650,Active,36
DEA0421,2735437869718,FAR003444,2025-05-07,371,Active,24
DEA0320,2619959144624,FAR001846,2025-05-07,1095,Inactive,24
DEA0230,2021587826232,FAR000520,2025-05-07,1046,Inactive,24
DEA0231,2340935384145,FAR002316,2025-05-07,2097,Active,24
DEA0069,2621478174840,FAR003013,2025-05-07,4322,Active,24
DEA0490,2306674971273,FAR002999,2025-05-07,10816,Active,12
DEA0463,2109651208320,FAR000410,2025-05-07,1989,Active,48
DEA0237,2089142827036,FAR006540,2025-05-08,1888,Active,24
DEA0096,2302869094337,FAR003465,2025-05-08,22619,Active,24
DEA0158,2045622254732,FAR009466,2025-05-08,1107,Active,24
DEA0458,2634232746969,FAR009345,2025-05-08,2656,Inactive,36
DEA0397,2452543025121,FAR004239,2025-05-08,393,Active,48
DEA0024,2240612739766,FAR005923,2025-05-08,43118,Inactive,48
DEA0330,2896391543989,FAR000008,2025-05-08,923,Active,36
DEA0226,2037786582576,FAR009734,2025-05-08,23590,Active,24
DEA0191,2727333149246,FAR006903,2025-05-08,13551,Active,48
DEA0063,2155900124527,FAR007145,2025-05-08,152642,Active,24
DEA0252,2413842326796,FAR001652,2025-05-08,32276,Active,12
DEA0146,2739976321242,FAR009640,2025-05-08,20449,Active,48
DEA0034,2492171975992,FAR000932,2025-05-08,52069,Active,24
DEA0104,2975604463798,FAR006831,2025-05-08,2187,Active,24
DEA0301,2014864952420,FAR002891,2025-05-08,232,Active,48
DEA0006,2870570605618,FAR008109,2025-05-08,44048,Active,24
DEA0278,2039763768775,FAR002292,2025-05-08,613,Active,12
DEA0395,2988432219161,FAR000199,2025-05-08,6990,Inactive,48
DEA0286,2937976448205,FAR001407,2025-05-08,17692,Active,48
DEA0164,2009102492800,FAR001348,2025-05-08,3211,Active,24
DEA0005,2935841521171,FAR006896,2025-05-08,41673,Active,48
DEA0229,2627920496268,FAR000356,2025-05-09,674,Active,36
DEA0073,2405908539066,FAR005319,2025-05-09,1238,Active,36
DEA0410,2746945916049,FAR008998,2025-05-09,1349,Active,24
DEA0139,2387527051278,FAR005468,2025-05-09,14198,Active,36
DEA0256,2819169823813,FAR004880,2025-05-09,770,Active,12
DEA0336,2186479605743,FAR006936,2025-05-09,1127,Active,24
DEA0378,2579642474663,FAR007729,2025-05-09,466,Inactive,48
DEA0376,2794796795246,FAR000346,2025-05-09,6908,Active,36
DEA0300,2985453432855,FAR005398,2025-05-09,792,Active,12
DEA0046,2420233546838,FAR008108,2025-05-09,798,Active,24
DEA0138,2941712159224,FAR008403,2025-05-09,11720,Active,24
DEA0314,2259948799783,FAR001841,2025-05-09,2115,Active,36
DEA0064,2099582324720,FAR009014,2025-05-09,608,Active,36
DEA0176,2980946402057,FAR003136,2025-05-09,3505,Active,36
DEA0088,2078711436695,FAR003630,2025-05-09,1556,Active,24
DEA0163,2415877787883,FAR001025,2025-05-09,2090,Active,12
DEA0381,2060817395078,FAR008910,2025-05-09,1821,Active,12
DEA0248,2620163639379,FAR004205,2025-05-09,1163,Active,12
DEA0153,2472948699426,FAR007928,2025-05-09,52212,Active,24
DEA0236,2597823270542,FAR004213,2025-05-09,1083,Active,24
DEA0422,2398899075608,FAR006525,2025-05-09,12306,Active,12
DEA0153,2472948699426,FAR008778,2025-05-10,22877,Inactive,12
DEA0247,2761204992925,FAR007555,2025-05-10,1139,Active,36
DEA0162,2433664772989,FAR003646,2025-05-10,1277,Inactive,24
DEA0177,2890267252305,FAR001948,2025-05-10,1413,Active,24
DEA0291,2404486856337,FAR005290,2025-05-10,7661,Active,36
DEA0219,2748790146765,FAR004890,2025-05-10,737,Active,36
DEA0054,2757614965859,FAR006422,2025-05-10,526,Active,36
DEA0053,2635309954724,FAR000031,2025-05-10,2568,Inactive,12
DEA0436,2339692586886,FAR001696,2025-05-10,2184,Active,36
DEA0242,2544914498089,FAR008687,2025-05-10,2321,Active,12
DEA0348,2493714451871,FAR002845,2025-05-10,470,Inactive,36
DEA0195,2314473811216,FAR002805,2025-05-10,338,Active,12
DEA0483,2987788948276,FAR003518,2025-05-10,984,Active,36
DEA0252,2413842326796,FAR005209,2025-05-10,51989,Active,24
DEA0189,2844897362388,FAR004778,2025-05-10,4783,Inactive,48
DEA0275,2932521631464,FAR006840,2025-05-10,455,Active,36
DEA0478,2106344914316,FAR006181,2025-05-10,7083,Active,24
DEA0178,2028777932287,FAR002396,2025-05-10,1134,Active,12
DEA0349,2479342046563,FAR004256,2025-05-10,23468,Active,24
DEA0258,2027799668100,FAR004259,2025-05-10,58662,Active,12
DEA0158,2045622254732,FAR003979,2025-05-10,40454,Active,36
DEA0459,2335369115114,FAR001671,2025-05-11,1874,Active,12
DEA0442,2774884716355,FAR003447,2025-05-11,1692,Active,12
DEA0186,2845209106236,FAR000632,2025-05-11,1631,Active,24
DEA0007,2900425773895,FAR008444,2025-05-11,8140,Active,24
DEA0058,2616505290042,FAR009610,2025-05-11,2964,Active,36
DEA0405,2606879107140,FAR000070,2025-05-11,3939,Active,48
DEA0284,2602960924192,FAR007099,2025-05-11,168,Active,24
DEA0349,2479342046563,FAR000647,2025-05-11,1021,Active,24
DEA0090,2140912282765,FAR004396,2025-05-11,19028,Active,48
DEA0456,2791715601631,FAR009106,2025-05-11,4041,Active,48
DEA0414,2378622553351,FAR008781,2025-05-11,1820,Active,12
DEA0338,2740302162728,FAR007053,2025-05-11,36057,Inactive,24
DEA0117,2159322191514,FAR007950,2025-05-11,6311,Active,36
DEA0326,2794508986330,FAR002938,2025-05-11,1945,Active,48
DEA0070,2354180602703,FAR005520,2025-05-11,6874,Active,12
DEA0299,2450198410311,FAR003262,2025-05-11,24399,Active,36
DEA0024,2240612739766,FAR004029,2025-05-11,1609,Active,36
DEA0187,2037930545250,FAR000094,2025-05-11,2217,Active,48
DEA0431,2563361109695,FAR002573,2025-05-11,183,Active,12
DEA0066,2490745034280,FAR003889,2025-05-11,41184,Active,24
DEA0355,2133697776838,FAR009214,2025-05-11,527,Active,48
DEA0382,2380186995693,FAR003347,2025-05-12,1870,Inactive,12
DEA0049,2622529231399,FAR003144,2025-05-12,4170,Active,48
DEA0422,2398899075608,FAR000465,2025-05-12,4887,Active,24
DEA0432,2913866526306,FAR004900,2025-05-12,7382,Active,12
DEA0168,2067811274296,FAR009608,2025-05-12,32473,Active,12
DEA0271,2433510008368,FAR002206,2025-05-12,1071,Active,24
DEA0073,2405908539066,FAR003078,2025-05-12,1213,Active,24
DEA0031,2924962947110,FAR004331,2025-05-12,1097,Active,12
DEA0278,2039763768775,FAR001006,2025-05-12,1387,Active,36
DEA0377,2257883895094,FAR005123,2025-05-12,891,Active,36
DEA0109,2249618572104,FAR009368,2025-05-12,1717,Active,12
DEA0007,2900425773895,FAR006936,2025-05-12,963,Active,12
DEA0147,2188353498570,FAR000524,2025-05-12,13628,Active,24
DEA0252,2413842326796,FAR005668,2025-05-12,45275,Active,12
DEA0354,2931637252071,FAR004563,2025-05-12,4257,Active,36
DEA0451,2794825436783,FAR001072,2025-05-12,5333,Active,36
DEA0191,2727333149246,FAR004595,2025-05-12,3422,Active,12
DEA0014,2632276921806,FAR005632,2025-05-12,332,Active,24
DEA0121,2466826458264,FAR006949,2025-05-12,1501,Active,24
DEA0464,2299704789818,FAR009024,2025-05-12,55181,Active,48
DEA0316,2793333269131,FAR004483,2025-05-13,4006,Active,24
DEA0318,2026790623109,FAR009545,2025-05-13,1477,Active,12
DEA0206,2896896251194,FAR004334,2025-05-13,36703,Inactive,36
DEA0443,2889840039524,FAR000422,2025-05-13,9298,Active,12
DEA0051,2961764090178,FAR009878,2025-05-13,1794,Active,36
DEA0295,2897674285077,FAR000725,2025-05-13,26893,Active,12
DEA0353,2295170977975,FAR002831,2025-05-13,2353,Active,24
DEA0270,2532826114607,FAR000112,2025-05-13,589,Active,36
DEA0387,2641932262905,FAR006219,2025-05-13,47786,Active,48
DEA0203,2713879519299,FAR009307,2025-05-13,7501,Active,12
DEA0130,2085457153043,FAR009341,2025-05-13,25593,Active,36
DEA0415,2021457228620,FAR002338,2025-05-13,30736,Active,48
DEA0094,2053292060306,FAR009950,2025-05-13,4353,Active,36
DEA0077,2085187776951,FAR005047,2025-05-13,4228,Active,12
DEA0385,2566300176134,FAR000524,2025-05-13,58683,Active,12
DEA0369,2228693391035,FAR007780,2025-05-13,1978,Active,24
DEA0166,2262380298429,FAR001942,2025-05-13,10583,Active,36
DEA0456,2791715601631,FAR003407,2025-05-13,480,Active,12
DEA0265,2422689586808,FAR009056,2025-05-13,958,Active,36
DEA0155,2497221736166,FAR006591,2025-05-13,38241,Active,24
DEA0096,2302869094337,FAR008619,2025-05-13,37816,Active,12
DEA0239,2474905716692,FAR001374,2025-05-14,17089,Active,12
DEA0110,2276861632164,FAR005975,2025-05-14,1014,Active,12
DEA0492,2514675426711,FAR001552,2025-05-14,1137,Inactive,24
DEA0234,2483317959428,FAR006439,2025-05-14,4059,Active,36
DEA0499,2419127416672,FAR001292,2025-05-14,1623,Active,36
DEA0047,2207189700074,FAR004206,2025-05-14,2693,Active,36
DEA0103,2115589670603,FAR002529,2025-05-14,21259,Active,12
DEA0212,2754893120157,FAR005044,2025-05-14,29270,Active,24
DEA0223,2326492882407,FAR007346,2025-05-14,1435,Active,24
DEA0151,2582602343455,FAR001374,2025-05-14,12743,Active,12
DEA0210,2289297079093,FAR006073,2025-05-14,1131,Active,12
DEA0120,2065629553197,FAR008594,2025-05-14,2850,Active,24
DEA0160,2603776241474,FAR007075,2025-05-14,6578,Active,36
DEA0036,2741223885407,FAR006026,2025-05-14,43648,Inactive,12
DEA0282,2116532459741,FAR006258,2025-05-14,9553,Active,24
DEA0219,2748790146765,FAR000658,2025-05-14,40053,Active,24
DEA0296,2275918168525,FAR008833,2025-05-14,995,Active,36
DEA0252,2413842326796,FAR000429,2025-05-14,702,Active,24
DEA0110,2276861632164,FAR000771,2025-05-14,1769,Active,24
DEA0275,2932521631464,FAR002861,2025-05-14,500,Active,12
DEA0164,2009102492800,FAR006726,2025-05-14,147,Active,24
DEA0157,2789803815071,FAR007642,2025-05-15,2112,Active,24
DEA0493,2129913133362,FAR008854,2025-05-15,1112,Active,24
DEA0499,2419127416672,FAR005588,2025-05-15,436,Active,24
DEA0454,2508988318777,FAR008797,2025-05-15,1046,Active,36
DEA0474,2863610848939,FAR000347,2025-05-15,1592,Active,36
DEA0006,2870570605618,FAR005079,2025-05-15,1465,Active,12
DEA0314,2259948799783,FAR007947,2025-05-15,1610,Active,12
DEA0195,2314473811216,FAR002833,2025-05-15,2009,Active,48
DEA0201,2666619653999,FAR004716,2025-05-15,41245,Active,24
DEA0420,2288431119181,FAR007205,2025-05-15,3626,Active,36
DEA0479,2996759237639,FAR006645,2025-05-15,1924,Inactive,12
DEA0042,2616846320033,FAR006886,2025-05-15,558,Active,48
DEA0194,2010322801451,FAR006610,2025-05-15,2078,Active,36
DEA0222,2423678849714,FAR000484,2025-05-15,14523,Active,12
DEA0224,2667927527101,FAR009099,2025-05-15,40378,Active,12
DEA0226,2037786582576,FAR005464,2025-05-15,6267,Inactive,36
DEA0011,2922718714259,FAR009550,2025-05-15,26949,Active,36
DEA0176,2980946402057,FAR004736,2025-05-15,3165,Active,36
DEA0009,2087316340923,FAR004643,2025-05-15,44007,Active,24
DEA0405,2606879107140,FAR003538,2025-05-15,226,Active,12
DEA0052,2855587333466,FAR007003,2025-05-15,696,Active,36
DEA0008,2689548922822,FAR002867,2025-05-16,1368,Active,36
DEA0222,2423678849714,FAR004357,2025-05-16,2618,Active,24
DEA0449,2982547416347,FAR005404,2025-05-16,22185,Active,48
DEA0386,2484134633215,FAR008580,2025-05-16,2875,Active,24
DEA0176,2980946402057,FAR000673,2025-05-16,1030,Active,12
DEA0453,2342316885292,FAR003419,2025-05-16,277,Inactive,12
DEA0486,2165813064582,FAR008314,2025-05-16,2530,Active,12
DEA0316,2793333269131,FAR007319,2025-05-16,1179,Active,24
DEA0347,2556494781151,FAR007349,2025-05-16,1437,Active,24
DEA0261,2241832345621,FAR002751,2025-05-16,1264,Active,24
DEA0413,2995659961109,FAR000260,2025-05-16,56721,Active,24
DEA0382,2380186995693,FAR000933,2025-05-16,16531,Active,36
DEA0245,2377576755938,FAR002934,2025-05-16,1593,Inactive,36
DEA0315,2397283371619,FAR004981,2025-05-16,53909,Active,48
DEA0137,2211513261436,FAR002653,2025-05-16,1253,Active,24
DEA0463,2109651208320,FAR009601,2025-05-16,3535,Active,12
DEA0238,2437847292840,FAR005994,2025-05-16,1304,Active,48
DEA0100,2871314968955,FAR002180,2025-05-16,1567,Active,24
DEA0457,2074120120989,FAR008082,2025-05-16,1577,Inactive,36
DEA0248,2620163639379,FAR001031,2025-05-16,27670,Active,36
DEA0105,2258724475509,FAR006913,2025-05-16,1908,Active,12
DEA0120,2065629553197,FAR007927,2025-05-17,49550,Active,12
DEA0043,2779763984118,FAR002138,2025-05-17,4277,Active,24
DEA0278,2039763768775,FAR000692,2025-05-17,47550,Inactive,24
DEA0254,2151185424453,FAR000838,2025-05-17,1552,Active,48
DEA0080,2503100955460,FAR005093,2025-05-17,288,Inactive,24
DEA0261,2241832345621,FAR003099,2025-05-17,25891,Active,36
DEA0319,2538411321869,FAR001467,2025-05-17,20939,Active,36
DEA0104,2975604463798,FAR005221,2025-05-17,2056,Active,24
DEA0265,2422689586808,FAR000438,2025-05-17,53752,Active,24
DEA0036,2741223885407,FAR008607,2025-05-17,1601,Active,36
DEA0013,2135635826687,FAR003576,2025-05-17,2188,Active,24
DEA0306,2990147109825,FAR002804,2025-05-17,1591,Active,12
DEA0140,2554454856221,FAR002900,2025-05-17,29916,Active,12
DEA0336,2186479605743,FAR008424,2025-05-17,2556,Active,24
DEA0147,2188353498570,FAR003396,2025-05-17,936,Active,36
DEA0259,2297811238355,FAR009101,2025-05-17,1591,Active,36
DEA0083,2086315895113,FAR000164,2025-05-17,862,Inactive,48
DEA0451,2794825436783,FAR003373,2025-05-17,488,Active,36
DEA0293,2218879063047,FAR002709,2025-05-17,36396,Active,12
DEA0074,2606468538895,FAR002546,2025-05-17,18574,Active,36
DEA0261,2241832345621,FAR006765,2025-05-17,51360,Active,36
DEA0033,2633629215658,FAR008694,2025-05-18,1227,Active,24
DEA0006,2870570605618,FAR009971,2025-05-18,10671,Inactive,24
DEA0202,2734932569596,FAR007919,2025-05-18,1789,Active,12
DEA0216,2828733673817,FAR007246,2025-05-18,162,Active,24
DEA0262,2178999685718,FAR000765,2025-05-18,53068,Active,24
DEA0274,2583684866009,FAR000703,2025-05-18,445,Active,36
DEA0067,2287756352740,FAR008573,2025-05-18,1949,Active,36
DEA0049,2622529231399,FAR001441,2025-05-18,5249,Active,12
DEA0065,2524912570065,FAR007456,2025-05-18,3961,Active,36
DEA0451,2794825436783,FAR003787,2025-05-18,20837,Active,24
DEA0255,2584714464342,FAR000720,2025-05-18,1581,Inactive,36
DEA0472,2385178532779,FAR006007,2025-05-18,4275,Active,24
DEA0158,2045622254732,FAR000118,2025-05-18,317,Active,24
DEA0106,2577355158917,FAR004484,2025-05-18,1109,Active,24
DEA0403,2367173489603,FAR004472,2025-05-18,1408,Active,12
DEA0051,2961764090178,FAR002446,2025-05-18,703,Active,12
DEA0222,2423678849714,FAR007401,2025-05-18,47534,Active,12
DEA0028,2306225256139,FAR009507,2025-05-18,2391,Inactive,24
DEA0101,2175811950409,FAR007541,2025-05-18,841,Active,48
DEA0137,2211513261436,FAR006920,2025-05-18,1645,Active,12
DEA0194,2010322801451,FAR002158,2025-05-18,2045,Active,12
DEA0237,2089142827036,FAR008999,2025-05-19,2135,Active,12
DEA0091,2581396059845,FAR001525,2025-05-19,2247,Active,24
DEA0147,2188353498570,FAR004854,2025-05-19,1422,Active,12
DEA0080,2503100955460,FAR005999,2025-05-19,11778,Active,24
DEA0253,2344643709707,FAR006401,2025-05-19,310,Active,24
DEA0276,2328398816680,FAR008012,2025-05-19,651,Active,12
DEA0195,2314473811216,FAR009887,2025-05-19,2428,Active,24
DEA0483,2987788948276,FAR006192,2025-05-19,281936,Active,24
DEA0465,2266105242571,FAR007198,2025-05-19,7469,Active,36
DEA0179,2766298629529,FAR003687,2025-05-19,1845,Active,12
DEA0083,2086315895113,FAR006160,2025-05-19,1339,Active,24
DEA0202,2734932569596,FAR004351,2025-05-19,3377,Active,12
DEA0019,2898175341338,FAR006094,2025-05-19,3770,Active,12
DEA0228,2653799802734,FAR008064,2025-05-19,2116,Active,36
DEA0429,2730363426615,FAR008984,2025-05-19,468,Active,24
DEA0057,2477789998915,FAR000235,2025-05-19,821,Active,36
DEA0145,2334607409428,FAR005697,2025-05-19,1228,Inactive,24
DEA0412,2888896479183,FAR006500,2025-05-19,677,Active,24
DEA0240,2203140000546,FAR009330,2025-05-19,1723,Active,36
DEA0182,2494439422734,FAR007769,2025-05-19,1937,Active,24
DEA0281,2894656933230,FAR003021,2025-05-20,694,Active,36
DEA0387,2641932262905,FAR005712,2025-05-20,1641,Active,12
DEA0073,2405908539066,FAR004371,2025-05-20,3517,Active,36
DEA0060,2666562836190,FAR000019,2025-05-20,4931,Active,24
DEA0348,2493714451871,FAR007713,2025-05-20,681,Active,36
DEA0168,2067811274296,FAR008490,2025-05-20,3923,Active,24
DEA0174,2550866124392,FAR004346,2025-05-20,2113,Active,36
DEA0358,2745657686827,FAR004019,2025-05-20,934,Active,36
DEA0433,2945740755340,FAR007224,2025-05-20,1922,Active,12
DEA0349,2479342046563,FAR000821,2025-05-20,2138,Active,12
DEA0310,2730736122951,FAR000983,2025-05-20,2147,Inactive,24
DEA0447,2465584193734,FAR007376,2025-05-20,1948,Active,24
DEA0258,2027799668100,FAR003882,2025-05-20,7706,Active,12
DEA0008,2689548922822,FAR003769,2025-05-20,774,Active,24
DEA0458,2634232746969,FAR003876,2025-05-20,8853,Active,36
DEA0345,2759260755436,FAR006545,2025-05-20,13947,Active,36
DEA0227,2128392923185,FAR004242,2025-05-20,17833,Active,24
DEA0306,2990147109825,FAR007172,2025-05-20,35232,Active,12
DEA0486,2165813064582,FAR000435,2025-05-20,2042,Active,36
DEA0214,2151266415665,FAR002452,2025-05-20,2448,Active,24
DEA0028,2306225256139,FAR000451,2025-05-20,1916,Active,36
DEA0226,2037786582576,FAR005352,2025-05-21,562,Active,48
