farmer_id,aadhar_no,phone_no,village,land_size_acres,kharif_crop,rabi_crop,irrigation_type,soil_type,last_subsidy_date,farm_category
FAR007909,5845509593424,9434581011,Keshavpur,3.17,Paddy,Wheat,Rainfed,Alluvial,2025-06-13,Small (2.47-4.94 acres)
FAR007910,5904752874530,9802030241,Venkatesh Pura,2.25,Paddy,Wheat,Drip,Sandy Loam,2025-06-13,Marginal (<2.47 acres)
FAR007911,3495859391412,9785306418,Dakshina Mukhi,55.76,Paddy,Wheat,Rainfed,Alluvial,2025-06-14,Large (>12.35 acres)
FAR007912,9356911829683,9664860323,Pushpagiri,48.84,Paddy,Wheat,Rainfed,Red,2025-06-14,Large (>12.35 acres)
FAR007913,4601297930772,9178763929,Dakshina Mukhi,2.9,Paddy,Wheat,Rainfed,Clay,2025-06-14,Small (2.47-4.94 acres)
FAR007914,4327118021673,9301894614,Gokul Vihar,26.41,Paddy,Wheat,Rainfed,Alluvial,2025-06-14,Large (>12.35 acres)
FAR007915,3000632796551,9682157472,Sundarapuram,1.1,Paddy,Oats,Rainfed,Red,2025-06-14,Marginal (<2.47 acres)
FAR007916,5572829840339,9465545472,Dakshina Mukhi,25.94,Jowar,Wheat,Borewell,Loamy,2025-06-14,Large (>12.35 acres)
FAR007917,7896516289905,9836685617,Subramanya Swamy,41.02,Jowar,Wheat,Flood,Sandy Loam,2025-06-14,Large (>12.35 acres)
FAR007918,3364969832388,9580370850,Raja Rajeshwari,59.99,Paddy,Wheat,Borewell,Clay,2025-06-14,Large (>12.35 acres)
FAR007919,2210410918409,9359617100,GreenVillage,1.96,Paddy,Wheat,Rainfed,Red,2025-06-14,Marginal (<2.47 acres)
FAR007920,7846380446726,9706265868,Subramanya Swamy,4.07,Paddy,Wheat,Rainfed,Sandy Loam,2025-06-14,Small (2.47-4.94 acres)
FAR007921,1546321393754,9830570005,Dakshina Mukhi,42.15,Paddy,Wheat,Borewell,Loamy,2025-06-14,Large (>12.35 acres)
FAR007922,9233119007188,9410097975,Yelachaguppe,3.03,Jowar,Wheat,Rainfed,Clay,2025-06-14,Small (2.47-4.94 acres)
FAR007923,8452460623258,9618537808,Anjaneya Layout,1.75,Jowar,Wheat,Rainfed,Clay,2025-06-14,SC/ST (Marginal (<2.47 ac
FAR007924,7437288816129,9829237193,Maruthi Extension,1.76,Jowar,Wheat,Rainfed,Sandy Loam,2025-06-14,Marginal (<2.47 acres)
FAR007925,2560402386881,9378973690,Ganesha Nagar,2.02,Paddy,Wheat,Canal,Loamy,2025-06-14,Marginal (<2.47 acres)
FAR007926,7202106452689,9867785910,GreenVillage,1.73,Paddy,Oats,Borewell,Sandy Loam,2025-06-15,Marginal (<2.47 acres)
FAR007927,8785183085830,9200696794,Skanda Giri,51.7,Paddy,Wheat,Borewell,Clay,2025-06-15,Large (>12.35 acres)
FAR007928,8856952766915,9552202092,Subramanya Swamy,55.33,Paddy,Wheat,Borewell,Black (Regur),2025-06-15,Large (>12.35 acres)
FAR007929,8019784279527,9200035976,Devi Krupa,55.23,Jowar,Wheat,Borewell,Loamy,2025-06-15,Large (>12.35 acres)
FAR007930,2320309190089,9260895099,Venkatesh Pura,33.19,Paddy,Wheat,Borewell,Alluvial,2025-06-15,Large (>12.35 acres)
FAR007931,4944875895901,9216067398,Dakshina Mukhi,0.8,Paddy,Wheat,Drip,Loamy,2025-06-15,Marginal (<2.47 acres)
FAR007932,6411249837588,9569430975,Nandi Hills,45.26,Paddy,Oats,Rainfed,Black (Regur),2025-06-15,SC/ST (Large (>12.35 acre
FAR007933,9474875323446,9310455976,Keshavpur,3.22,Jowar,Oats,Rainfed,Alluvial,2025-06-15,SC/ST (Small (2.47-4.94 a
FAR007934,5692915978714,9296928396,Rampur Village,1.06,Paddy,Wheat,Borewell,Clay,2025-06-15,Marginal (<2.47 acres)
FAR007935,8044497334388,9463334543,Lakshmi Puram,55.8,Paddy,Wheat,Drip,Sandy Loam,2025-06-15,Large (>12.35 acres)
FAR007936,4810142468154,9188798750,Subramanya Swamy,1.99,Paddy,Wheat,Drip,Clay,2025-06-15,Marginal (<2.47 acres)
FAR007937,5003864573513,9603585334,Venkatesh Pura,1.96,Paddy,Wheat,Rainfed,Clay,2025-06-15,Marginal (<2.47 acres)
FAR007938,9481180499189,9876737755,Devi Krupa,0.49,Jowar,Wheat,Rainfed,Clay,2025-06-15,Marginal (<2.47 acres)
FAR007939,8676864355213,9717095622,RedSoil Hamlet,1.14,Paddy,Wheat,Rainfed,Clay,2025-06-15,SC/ST (Marginal (<2.47 ac
FAR007940,4130846884132,9824982433,Pushpagiri,4.1,Jowar,Wheat,Rainfed,Clay,2025-06-15,Small (2.47-4.94 acres)
FAR007941,4769897876690,9889668576,Rampur Village,21.16,Paddy,Wheat,Drip,Black (Regur),2025-06-16,Large (>12.35 acres)
FAR007942,5895752603155,9411609270,RedSoil Hamlet,42.56,Paddy,Wheat,Rainfed,Clay,2025-06-16,Large (>12.35 acres)
FAR007943,4534625778256,9671973733,Pushpagiri,4.2,Jowar,Oats,Borewell,Red,2025-06-16,Small (2.47-4.94 acres)
FAR007944,8868570550507,9262031449,Uttara Phalguni,4.62,Jowar,Wheat,Rainfed,Alluvial,2025-06-16,SC/ST (Small (2.47-4.94 a
FAR007945,4692872975959,9586825695,Subramanya Swamy,1.26,Jowar,Wheat,Rainfed,Alluvial,2025-06-16,SC/ST (Marginal (<2.47 ac
FAR007946,7026882207588,9688109030,Ganesha Nagar,58.83,Paddy,Oats,Drip,Black (Regur),2025-06-16,Large (>12.35 acres)
FAR007947,7289999399031,9780040297,Uttara Phalguni,1.71,Paddy,Oats,Borewell,Alluvial,2025-06-16,Marginal (<2.47 acres)
FAR007948,3252948938986,9233546792,Raja Rajeshwari,1.03,Jowar,Wheat,Flood,Red,2025-06-16,Marginal (<2.47 acres)
FAR007949,2254965074813,9881157593,Keshavpur,1.9,Jowar,Wheat,Rainfed,Loamy,2025-06-16,SC/ST (Marginal (<2.47 ac
FAR007950,8525104055528,9947944622,Raja Rajeshwari,13.36,Jowar,Wheat,Borewell,Loamy,2025-06-16,SC/ST (Large (>12.35 acre
FAR007951,7767473220075,9409914906,Lakshmi Puram,52.79,Jowar,Wheat,Rainfed,Loamy,2025-06-16,Large (>12.35 acres)
FAR007952,1355343325082,9312790862,Yelachaguppe,39.67,Paddy,Wheat,Rainfed,Loamy,2025-06-16,Large (>12.35 acres)
FAR007953,3739180586319,9932327316,Uttara Phalguni,2.54,Paddy,Oats,Borewell,Alluvial,2025-06-16,Small (2.47-4.94 acres)
FAR007954,4148580065590,9844270191,GreenVillage,1.22,Jowar,Wheat,Flood,Alluvial,2025-06-16,SC/ST (Marginal (<2.47 ac
FAR007955,9907785137376,9778752346,Anjaneya Layout,2.44,Paddy,Wheat,Rainfed,Alluvial,2025-06-16,Marginal (<2.47 acres)
FAR007956,5766971371914,9965347297,Neelkamal,28.25,Jowar,Wheat,Rainfed,Red,2025-06-17,Large (>12.35 acres)
FAR007957,5496181408229,9249652848,Anjaneya Layout,1.8,Paddy,Oats,Canal,Red,2025-06-17,SC/ST (Marginal (<2.47 ac
FAR007958,7257768367263,9503884170,Dakshina Mukhi,1.4,Paddy,Wheat,Drip,Red,2025-06-17,Marginal (<2.47 acres)
FAR007959,9087514226391,9321007190,Venkatesh Pura,10.7,Paddy,Wheat,Rainfed,Red,2025-06-17,SC/ST (Medium (4.94-12.35
FAR007960,6132836616341,9754796913,Bhoga Nandeeshwara,32.58,Paddy,Oats,Borewell,Black (Regur),2025-06-17,SC/ST (Large (>12.35 acre
FAR007961,8188932349679,9774064405,Pushpagiri,2.42,Jowar,Wheat,Sprinkler,Red,2025-06-17,Marginal (<2.47 acres)
FAR007962,5310775009679,9482407702,RedSoil Hamlet,2.46,Jowar,Wheat,Drip,Clay,2025-06-17,Marginal (<2.47 acres)
FAR007963,3537450114694,9388775738,Rampur Village,0.74,Paddy,Oats,Borewell,Alluvial,2025-06-17,Marginal (<2.47 acres)
FAR007964,9531278266223,9416961227,Balaji Nagar,4.7,Paddy,Wheat,Sprinkler,Clay,2025-06-17,Small (2.47-4.94 acres)
FAR007965,4737456847701,9333197144,Shivaji Colony,41.01,Paddy,Wheat,Rainfed,Loamy,2025-06-17,Large (>12.35 acres)
FAR007966,5456679666403,9140634053,Gokul Vihar,4.4,Paddy,Wheat,Rainfed,Clay,2025-06-17,SC/ST (Small (2.47-4.94 a
FAR007967,4102669941351,9581239153,Raja Rajeshwari,61.7,Paddy,Wheat,Borewell,Clay,2025-06-17,SC/ST (Large (>12.35 acre
FAR007968,1167840728090,9957884528,Raja Rajeshwari,3.71,Jowar,Oats,Rainfed,Red,2025-06-17,Small (2.47-4.94 acres)
FAR007969,8048290713051,9273696496,RedSoil Hamlet,8.68,Jowar,Wheat,Borewell,Alluvial,2025-06-17,SC/ST (Medium (4.94-12.35
FAR007970,2735460717424,9801785569,Yelachaguppe,2.19,Paddy,Wheat,Rainfed,Red,2025-06-17,Marginal (<2.47 acres)
FAR007971,7093453071675,9409725723,Neelkamal,1.73,Paddy,Wheat,Rainfed,Clay,2025-06-18,Marginal (<2.47 acres)
FAR007972,1846858103739,9120652952,Keshavpur,1.04,Jowar,Wheat,Flood,Clay,2025-06-18,SC/ST (Marginal (<2.47 ac
FAR007973,1887280742012,9329863121,Hanumantha Nagar,2.7,Paddy,Wheat,Rainfed,Clay,2025-06-18,Small (2.47-4.94 acres)
FAR007974,7507263325215,9679788014,Neelkamal,1.37,Paddy,Wheat,Drip,Black (Regur),2025-06-18,SC/ST (Marginal (<2.47 ac
FAR007975,5053890400054,9531044864,Uttara Phalguni,4.17,Jowar,Wheat,Drip,Clay,2025-06-18,SC/ST (Small (2.47-4.94 a
FAR007976,5264552037740,9445587615,Pushpagiri,2.15,Paddy,Wheat,Rainfed,Sandy Loam,2025-06-18,SC/ST (Marginal (<2.47 ac
FAR007977,6020431271039,9267027757,Ganesha Nagar,29.95,Paddy,Wheat,Borewell,Loamy,2025-06-18,Large (>12.35 acres)
FAR007978,7179825113555,9659642444,Anjaneya Layout,1.91,Paddy,Wheat,Borewell,Alluvial,2025-06-18,Marginal (<2.47 acres)
FAR007979,4936744691283,9254787512,RedSoil Hamlet,0.95,Paddy,Wheat,Sprinkler,Black (Regur),2025-06-18,Marginal (<2.47 acres)
FAR007980,7202490190570,9287437707,Keshavpur,1.26,Jowar,Wheat,Borewell,Red,2025-06-18,Marginal (<2.47 acres)
FAR007981,4742199329762,9120255175,Shivaji Colony,2.54,Paddy,Wheat,Rainfed,Clay,2025-06-18,SC/ST (Small (2.47-4.94 a
FAR007982,3857241135672,9671677350,Venkatesh Pura,4.87,Paddy,Oats,Borewell,Clay,2025-06-18,Small (2.47-4.94 acres)
FAR007983,6487782120154,9131060359,Bhoga Nandeeshwara,1.72,Jowar,Oats,Rainfed,Loamy,2025-06-18,Marginal (<2.47 acres)
FAR007984,9535336608823,9302308049,Dakshina Mukhi,0.38,Paddy,Oats,Rainfed,Red,2025-06-18,SC/ST (Marginal (<2.47 ac
FAR007985,7065161891194,9356068820,Skanda Giri,1.4,Paddy,Oats,Rainfed,Black (Regur),2025-06-18,SC/ST (Marginal (<2.47 ac
FAR007986,2237769240477,9922940059,Skanda Giri,6.49,Paddy,Wheat,Sprinkler,Alluvial,2025-06-19,Medium (4.94-12.35 acres)
FAR007987,5377106732849,9924829086,Nandi Hills,0.51,Paddy,Wheat,Borewell,Alluvial,2025-06-19,Marginal (<2.47 acres)
FAR007988,3177209532521,9307864718,Dakshina Mukhi,2.44,Jowar,Wheat,Borewell,Red,2025-06-19,Marginal (<2.47 acres)
FAR007989,3923821246470,9944400571,Yelachaguppe,54.35,Paddy,Oats,Drip,Clay,2025-06-19,SC/ST (Large (>12.35 acre
FAR007990,6274438048335,9832938790,Yelachaguppe,1.92,Paddy,Oats,Canal,Alluvial,2025-06-19,Marginal (<2.47 acres)
FAR007991,2328581388589,9257084640,Nandi Hills,3.33,Jowar,Wheat,Flood,Red,2025-06-19,Small (2.47-4.94 acres)
FAR007992,6367424797849,9550680421,GreenVillage,40.22,Paddy,Wheat,Rainfed,Alluvial,2025-06-19,Large (>12.35 acres)
FAR007993,2856102475516,9356773590,Uttara Phalguni,1.34,Paddy,Oats,Rainfed,Loamy,2025-06-19,SC/ST (Marginal (<2.47 ac
FAR007994,7861785287246,9218536663,Balaji Nagar,0.87,Jowar,Wheat,Rainfed,Loamy,2025-06-19,Marginal (<2.47 acres)
FAR007995,5963115198460,9494504084,Shivaji Colony,20.03,Paddy,Wheat,Borewell,Clay,2025-06-19,Large (>12.35 acres)
FAR007996,2495533662779,9731952135,Dakshina Mukhi,3.53,Jowar,Wheat,Rainfed,Alluvial,2025-06-19,Small (2.47-4.94 acres)
FAR007997,9280663405838,9576715817,Shivaji Colony,20.25,Paddy,Wheat,Flood,Clay,2025-06-19,Large (>12.35 acres)
FAR007998,6893557793068,9809452218,Pushpagiri,1.94,Paddy,Wheat,Sprinkler,Clay,2025-06-19,Marginal (<2.47 acres)
FAR007999,2867386768602,9967187152,Nandi Hills,49.31,Paddy,Wheat,Rainfed,Alluvial,2025-06-19,SC/ST (Large (>12.35 acre
FAR008000,9134914329755,9949315150,Subramanya Swamy,4.77,Paddy,Oats,Rainfed,Loamy,2025-06-19,Small (2.47-4.94 acres)
FAR008001,4905206714521,9284060749,Maruthi Extension,2.3,Jowar,Wheat,Rainfed,Clay,2025-06-20,Marginal (<2.47 acres)
FAR008002,6080543764413,9393487507,Keshavpur,1.84,Paddy,Wheat,Borewell,Sandy Loam,2025-06-20,SC/ST (Marginal (<2.47 ac
FAR008003,1468341754752,9387357535,Venkatesh Pura,31.26,Paddy,Wheat,Flood,Alluvial,2025-06-20,Large (>12.35 acres)
FAR008004,9628519012581,9668737418,Subramanya Swamy,24.63,Paddy,Wheat,Borewell,Red,2025-06-20,Large (>12.35 acres)
FAR008005,5617691064684,9639130597,Skanda Giri,1.47,Paddy,Oats,Borewell,Red,2025-06-20,Marginal (<2.47 acres)
FAR008006,2685202088988,9634807071,Hanumantha Nagar,5.53,Jowar,Wheat,Rainfed,Loamy,2025-06-20,Medium (4.94-12.35 acres)
FAR008007,5932754366087,9326898819,Nandi Hills,0.82,Paddy,Wheat,Flood,Loamy,2025-06-20,Marginal (<2.47 acres)
FAR008008,3484411638681,9839621788,Skanda Giri,1.11,Paddy,Oats,Rainfed,Alluvial,2025-06-20,Marginal (<2.47 acres)
FAR008009,2571990556329,9264381316,GreenVillage,29.09,Paddy,Wheat,Flood,Loamy,2025-06-20,SC/ST (Large (>12.35 acre
FAR008010,8863583734280,9744986090,Uttara Phalguni,16.58,Paddy,Wheat,Borewell,Loamy,2025-06-20,Large (>12.35 acres)
FAR008011,5742953195281,9133110859,Nandi Hills,0.55,Paddy,Wheat,Borewell,Sandy Loam,2025-06-20,SC/ST (Marginal (<2.47 ac
FAR008012,1389722176453,9275662826,GreenVillage,0.6,Paddy,Wheat,Borewell,Black (Regur),2025-06-20,SC/ST (Marginal (<2.47 ac
FAR008013,1556747567765,9444239910,Anjaneya Layout,0.74,Paddy,Oats,Rainfed,Alluvial,2025-06-20,Marginal (<2.47 acres)
FAR008014,3000523038405,9724103160,Venkatesh Pura,3.84,Paddy,Wheat,Sprinkler,Sandy Loam,2025-06-20,Small (2.47-4.94 acres)
FAR008015,7142631207376,9269107478,Rampur Village,0.25,Paddy,Oats,Canal,Loamy,2025-06-20,SC/ST (Marginal (<2.47 ac
FAR008016,2276658701727,9188668896,Nandi Hills,9.86,Paddy,Wheat,Rainfed,Sandy Loam,2025-06-21,Medium (4.94-12.35 acres)
FAR008017,4266864224888,9603742607,Hanumantha Nagar,56.19,Paddy,Wheat,Rainfed,Alluvial,2025-06-21,SC/ST (Large (>12.35 acre
FAR008018,7287621506945,9169069105,Keshavpur,1.13,Jowar,Wheat,Borewell,Red,2025-06-21,Marginal (<2.47 acres)
FAR008019,3035712545986,9649254538,Skanda Giri,1.96,Jowar,Wheat,Borewell,Loamy,2025-06-21,Marginal (<2.47 acres)
FAR008020,6810408608013,9548844359,Pushpagiri,61.12,Paddy,Wheat,Rainfed,Alluvial,2025-06-21,Large (>12.35 acres)
FAR008021,2352581010595,9613215712,Raja Rajeshwari,12.7,Jowar,Wheat,Drip,Alluvial,2025-06-21,Large (>12.35 acres)
FAR008022,6641314345564,9365880623,Rampur Village,56.03,Paddy,Wheat,Rainfed,Alluvial,2025-06-21,Large (>12.35 acres)
FAR008023,3947183251284,9661556001,Yelachaguppe,12.69,Jowar,Oats,Canal,Alluvial,2025-06-21,Large (>12.35 acres)
FAR008024,5964623284686,9589757076,Subramanya Swamy,1.46,Paddy,Oats,Sprinkler,Loamy,2025-06-21,Marginal (<2.47 acres)
FAR008025,9603389173401,9486095869,Subramanya Swamy,1.25,Paddy,Wheat,Rainfed,Clay,2025-06-21,SC/ST (Marginal (<2.47 ac
FAR008026,1120665396936,9302651198,Anjaneya Layout,2.29,Jowar,Oats,Canal,Sandy Loam,2025-06-21,SC/ST (Marginal (<2.47 ac
FAR008027,9200167608192,9170153317,RedSoil Hamlet,2.15,Jowar,Wheat,Rainfed,Loamy,2025-06-21,Marginal (<2.47 acres)
FAR008028,5407383507511,9944760592,Keshavpur,49.96,Jowar,Oats,Sprinkler,Red,2025-06-21,Large (>12.35 acres)
FAR008029,8980846668531,9573764080,Anjaneya Layout,2.72,Paddy,Wheat,Borewell,Clay,2025-06-21,Small (2.47-4.94 acres)
FAR008030,8052288716941,9683216417,Devi Krupa,0.54,Jowar,Oats,Borewell,Clay,2025-06-21,Marginal (<2.47 acres)
FAR008031,5240988181136,9727369215,Lakshmi Puram,0.83,Paddy,Wheat,Flood,Red,2025-06-22,Marginal (<2.47 acres)
FAR008032,3974300300080,9914188466,Anjaneya Layout,58.15,Paddy,Wheat,Borewell,Loamy,2025-06-22,Large (>12.35 acres)
FAR008033,1754684154713,9566233704,Sundarapuram,28.4,Paddy,Wheat,Sprinkler,Sandy Loam,2025-06-22,Large (>12.35 acres)
FAR008034,6322604593615,9457242946,Pushpagiri,12.8,Paddy,Wheat,Sprinkler,Loamy,2025-06-22,Large (>12.35 acres)
FAR008035,7090601500170,9602950167,Lakshmi Puram,2.49,Paddy,Oats,Drip,Black (Regur),2025-06-22,SC/ST (Small (2.47-4.94 a
FAR008036,8880406909622,9210851477,GreenVillage,57.55,Paddy,Wheat,Borewell,Clay,2025-06-22,SC/ST (Large (>12.35 acre
FAR008037,4679394385377,9678491145,Devi Krupa,27.43,Paddy,Oats,Rainfed,Clay,2025-06-22,SC/ST (Large (>12.35 acre
FAR008038,1386316581581,9930451688,Subramanya Swamy,17.02,Jowar,Oats,Rainfed,Alluvial,2025-06-22,Large (>12.35 acres)
FAR008039,3543509033688,9571267870,Sundarapuram,1.28,Jowar,Wheat,Borewell,Red,2025-06-22,Marginal (<2.47 acres)
FAR008040,7115651414339,9814599575,Raja Rajeshwari,37.45,Jowar,Wheat,Rainfed,Red,2025-06-22,Large (>12.35 acres)
FAR008041,3049889943414,9118763757,Subramanya Swamy,4.17,Jowar,Wheat,Rainfed,Loamy,2025-06-22,Small (2.47-4.94 acres)
FAR008042,1856884003569,9643700234,Hanumantha Nagar,58.88,Jowar,Oats,Canal,Red,2025-06-22,Large (>12.35 acres)
FAR008043,2143544366200,9606980914,Uttara Phalguni,48.89,Jowar,Wheat,Sprinkler,Clay,2025-06-22,Large (>12.35 acres)
FAR008044,9340684620873,9279574518,Anjaneya Layout,44.86,Paddy,Oats,Borewell,Black (Regur),2025-06-22,Large (>12.35 acres)
FAR008045,3266758276317,9782580015,Pushpagiri,1.88,Paddy,Wheat,Flood,Sandy Loam,2025-06-23,SC/ST (Marginal (<2.47 ac
FAR008046,7326446614275,9441117261,Devi Krupa,0.67,Paddy,Oats,Rainfed,Red,2025-06-23,Marginal (<2.47 acres)
FAR008047,9761632496581,9707250051,Maruthi Extension,4.87,Jowar,Oats,Rainfed,Clay,2025-06-23,SC/ST (Small (2.47-4.94 a
FAR008048,4445516601530,9689676679,Bhoga Nandeeshwara,56.21,Paddy,Oats,Flood,Black (Regur),2025-06-23,Large (>12.35 acres)
FAR008049,7503953464448,9717681414,Venkatesh Pura,2.14,Jowar,Wheat,Drip,Sandy Loam,2025-06-23,Marginal (<2.47 acres)
FAR008050,8265722877999,9261635810,Rampur Village,1.17,Paddy,Wheat,Drip,Loamy,2025-06-23,SC/ST (Marginal (<2.47 ac
FAR008051,9903193615124,9275372406,Skanda Giri,7.09,Paddy,Wheat,Sprinkler,Red,2025-06-23,SC/ST (Medium (4.94-12.35
FAR008052,9399211604486,9462827039,Raja Rajeshwari,44.55,Paddy,Wheat,Rainfed,Black (Regur),2025-06-23,SC/ST (Large (>12.35 acre
FAR008053,6503713108439,9818856533,Nandi Hills,0.57,Jowar,Wheat,Drip,Red,2025-06-23,Marginal (<2.47 acres)
FAR008054,6884122210590,9350563861,GreenVillage,28.48,Paddy,Wheat,Rainfed,Alluvial,2025-06-23,Large (>12.35 acres)
FAR008055,9316719360686,9327323373,Lakshmi Puram,0.49,Paddy,Wheat,Sprinkler,Clay,2025-06-23,Marginal (<2.47 acres)
FAR008056,1860811959235,9632902890,Lakshmi Puram,53.19,Paddy,Wheat,Rainfed,Loamy,2025-06-23,Large (>12.35 acres)
FAR008057,2314934212298,9633827289,Rampur Village,1.22,Jowar,Wheat,Drip,Loamy,2025-06-23,Marginal (<2.47 acres)
FAR008058,2057633830374,9969915250,Subramanya Swamy,48.38,Paddy,Wheat,Flood,Red,2025-06-23,Large (>12.35 acres)
FAR008059,9121386649870,9274235932,Ganesha Nagar,4.19,Paddy,Wheat,Rainfed,Clay,2025-06-23,Small (2.47-4.94 acres)
FAR008060,5436959630406,9392905923,Dakshina Mukhi,46.29,Paddy,Wheat,Borewell,Alluvial,2025-06-24,Large (>12.35 acres)
FAR008061,8885319317797,9611515870,Rampur Village,50.85,Paddy,Wheat,Borewell,Alluvial,2025-06-24,Large (>12.35 acres)
FAR008062,9511377470236,9298862421,Balaji Nagar,4.27,Jowar,Wheat,Drip,Alluvial,2025-06-24,Small (2.47-4.94 acres)
FAR008063,9562854916361,9177891260,Sundarapuram,44.66,Paddy,Wheat,Sprinkler,Clay,2025-06-24,Large (>12.35 acres)
FAR008064,2808623020703,9399311480,Rampur Village,1.94,Paddy,Wheat,Rainfed,Alluvial,2025-06-24,SC/ST (Marginal (<2.47 ac
FAR008065,8100715445618,9716497204,Ganesha Nagar,1.77,Jowar,Wheat,Flood,Clay,2025-06-24,Marginal (<2.47 acres)
FAR008066,7227894357677,9378282567,Venkatesh Pura,0.27,Jowar,Wheat,Sprinkler,Loamy,2025-06-24,Marginal (<2.47 acres)
FAR008067,5678810022002,9383191636,RedSoil Hamlet,4.1,Jowar,Wheat,Rainfed,Red,2025-06-24,Small (2.47-4.94 acres)
FAR008068,4900375743590,9728062734,RedSoil Hamlet,52.34,Paddy,Wheat,Rainfed,Loamy,2025-06-24,SC/ST (Large (>12.35 acre
FAR008069,1299200010205,9947347375,Bhoga Nandeeshwara,2.25,Paddy,Wheat,Rainfed,Loamy,2025-06-24,SC/ST (Marginal (<2.47 ac
FAR008070,5328798763441,9134217077,Lakshmi Puram,3.48,Jowar,Wheat,Rainfed,Alluvial,2025-06-24,Small (2.47-4.94 acres)
FAR008071,1073143441016,9380276149,Skanda Giri,1.99,Paddy,Wheat,Borewell,Alluvial,2025-06-24,SC/ST (Marginal (<2.47 ac
FAR008072,2369141414708,9250099523,Skanda Giri,1.77,Jowar,Oats,Rainfed,Alluvial,2025-06-24,Marginal (<2.47 acres)
FAR008073,2455433703632,9238564089,Yelachaguppe,33.49,Paddy,Wheat,Borewell,Sandy Loam,2025-06-24,SC/ST (Large (>12.35 acre
FAR008074,3265823656221,9394878532,Gokul Vihar,15.72,Paddy,Wheat,Sprinkler,Sandy Loam,2025-06-24,Large (>12.35 acres)
FAR008075,7763743457305,9527774819,Venkatesh Pura,0.96,Jowar,Wheat,Rainfed,Clay,2025-06-25,Marginal (<2.47 acres)
FAR008076,1713187301417,9588207039,Venkatesh Pura,0.63,Paddy,Oats,Borewell,Clay,2025-06-25,Marginal (<2.47 acres)
FAR008077,8206463920686,9991518145,GreenVillage,1.72,Paddy,Wheat,Rainfed,Black (Regur),2025-06-25,Marginal (<2.47 acres)
FAR008078,1815202287087,9529258929,Maruthi Extension,1.73,Paddy,Wheat,Drip,Alluvial,2025-06-25,SC/ST (Marginal (<2.47 ac
FAR008079,8328993592730,9350893255,RedSoil Hamlet,2.19,Paddy,Wheat,Flood,Alluvial,2025-06-25,Marginal (<2.47 acres)
FAR008080,6276336844946,9308233006,Bhoga Nandeeshwara,18.85,Paddy,Wheat,Drip,Alluvial,2025-06-25,Large (>12.35 acres)
FAR008081,4793128633471,9614101187,Balaji Nagar,3.48,Jowar,Oats,Rainfed,Black (Regur),2025-06-25,Small (2.47-4.94 acres)
FAR008082,3914698384238,9971441292,Anjaneya Layout,1.55,Paddy,Wheat,Rainfed,Alluvial,2025-06-25,Marginal (<2.47 acres)
FAR008083,7505989426396,9762592141,Pushpagiri,1.66,Paddy,Wheat,Rainfed,Alluvial,2025-06-25,SC/ST (Marginal (<2.47 ac
FAR008084,2167262166883,9565559560,Bhoga Nandeeshwara,2.16,Paddy,Wheat,Borewell,Black (Regur),2025-06-25,Marginal (<2.47 acres)
FAR008085,9448508893045,9974304923,Gokul Vihar,3.3,Jowar,Wheat,Drip,Loamy,2025-06-25,SC/ST (Small (2.47-4.94 a
FAR008086,8505885910147,9154512139,Nandi Hills,44.42,Paddy,Oats,Canal,Loamy,2025-06-25,Large (>12.35 acres)
FAR008087,2748700694915,9750761819,Yelachaguppe,0.9,Paddy,Wheat,Borewell,Sandy Loam,2025-06-25,Marginal (<2.47 acres)
FAR008088,3674486697619,9111987980,Uttara Phalguni,0.73,Paddy,Wheat,Borewell,Loamy,2025-06-25,Marginal (<2.47 acres)
FAR008089,5414437261010,9241984020,Lakshmi Puram,0.39,Paddy,Wheat,Rainfed,Loamy,2025-06-25,Marginal (<2.47 acres)
FAR008090,9994531466611,9753567013,Rampur Village,0.96,Paddy,Oats,Rainfed,Clay,2025-06-26,SC/ST (Marginal (<2.47 ac
FAR008091,5759505813523,9527088691,Lakshmi Puram,14.59,Jowar,Wheat,Rainfed,Red,2025-06-26,Large (>12.35 acres)
FAR008092,9689327563419,9793716761,Subramanya Swamy,2.06,Paddy,Wheat,Rainfed,Clay,2025-06-26,SC/ST (Marginal (<2.47 ac
FAR008093,3552372628901,9126685400,Ganesha Nagar,3.47,Jowar,Wheat,Borewell,Red,2025-06-26,Small (2.47-4.94 acres)
FAR008094,9343617360851,9433485845,RedSoil Hamlet,9.36,Paddy,Wheat,Canal,Red,2025-06-26,Medium (4.94-12.35 acres)
FAR008095,7423710919749,9887694002,Yelachaguppe,26.0,Paddy,Wheat,Drip,Alluvial,2025-06-26,SC/ST (Large (>12.35 acre
FAR008096,2125301529726,9659775475,Nandi Hills,52.88,Jowar,Wheat,Borewell,Loamy,2025-06-26,Large (>12.35 acres)
FAR008097,2397271723516,9379037171,Devi Krupa,2.73,Paddy,Oats,Borewell,Red,2025-06-26,Small (2.47-4.94 acres)
FAR008098,1280858766047,9155713316,Nandi Hills,2.61,Jowar,Wheat,Rainfed,Sandy Loam,2025-06-26,Small (2.47-4.94 acres)
FAR008099,8760296264208,9540179431,Sundarapuram,2.07,Paddy,Wheat,Rainfed,Sandy Loam,2025-06-26,Marginal (<2.47 acres)
FAR008100,8624833507475,9998823340,Rampur Village,1.74,Jowar,Oats,Rainfed,Alluvial,2025-06-26,Marginal (<2.47 acres)
